page,match,classification,suggested_fix,reason,context
223,3000mg,ok,3000 mg,정상 밀리그램 표기(ASCII).,5% ≦ Forced Vital Capacity(FVC) < 80%’인 경우 2) 투여용량: 250∼3000mg/day 3. 허가사항 범위를 초과하여 아래와 같은 기준으로 투여하는 경우에는 약값 전액을 환자가 부담토
223,750mg,ok,750 mg,정상 밀리그램 표기(ASCII).,"는 코르티코스테로이드의 경우는 환자 상태에 따라 추가 여부를 결정할 수 있음 2) 투여 용량: 1회 750mg 이내, 1일 2회 투여 4. 허가사항을 초과하여 혈우병A, B 항체 환자의 면역관용 요법에 투여하고자 건강"
225,α,ok,(그대로),그리스 문자 정상 검출.,"는 Rectal bleeding subscore 0점 또는 1점인 경우 2. 종양괴사인자알파저해제(TNF-α inhibitor: Adalimumab, Golimumab, Infliximab 주사제) 또는 Ustek"
226,3.75mg,ok,3.75 mg,정상 밀리그램 표기(ASCII).,래 - 가. 재생불량성빈혈 및 발작야간혈색뇨증환자의 조혈모 세포이식수술시 전처치요법으로 총 투여용량을 3.75mg/kg ~ 10mg/kg 범위 내에서 인정 나. 재생불량성빈혈 치료 시 용법·용량을 초과하여 3.5mg
226,10mg,ok,10 mg,정상 밀리그램 표기(ASCII).,량성빈혈 및 발작야간혈색뇨증환자의 조혈모 세포이식수술시 전처치요법으로 총 투여용량을 3.75mg/kg ~ 10mg/kg 범위 내에서 인정 나. 재생불량성빈혈 치료 시 용법·용량을 초과하여 3.5mg/kg씩 5일간 투
226,3.5mg,ok,3.5 mg,정상 밀리그램 표기(ASCII).,.75mg/kg ~ 10mg/kg 범위 내에서 인정 나. 재생불량성빈혈 치료 시 용법·용량을 초과하여 3.5mg/kg씩 5일간 투여 시에도 인정 다. 동종조혈모세포이식이 불가능한 골수이형성증후군에 투여 시 인정
226,10mg,ok,10 mg,정상 밀리그램 표기(ASCII).,군에 투여 시 인정 라. 동종조혈모세포이식 시 이식편대숙주반응의 고위험군 에서 전처치요법으로 총 용량 10mg/kg 범위 내에서 분할 투여 시 인정 마. 췌장 및 췌도이식에 투여 시 인정 바. 소장이식에 투
227,1.5mg,ok,1.5 mg,정상 밀리그램 표기(ASCII).,❘ 220 ❘ 구 분 세부인정기준 및 방법 1) 투여용량: 1일 1-1.5mg/kg 2) 투여일수: 5일 이내 3. 허가사항 범위를 초과하여 아래와 같은 기준으로 투여 시 약값
227,1.5mg,ok,1.5 mg,정상 밀리그램 표기(ASCII).,"액을 환자가 부담토록 함. - 아 래 - ○ 발 및 다리이식에 투여 시 1) 투여용량: 1일 1-1.5mg/kg 2) 투여일수: 5일 이내 (고시 제2019-210호, ʼ19.10.1.) [142] Risank"
228,α,ok,(그대로),그리스 문자 정상 검출.,"월마다 평가하여 최초 평가결과가 유지되면 지속적인 투여를 인정함. 3) 종양괴사인자알파저해제(TNF-α inhibitor: Adalimumab, Etanercept, Infliximab 주사제), 또는 Gus"
228,α,ok,(그대로),그리스 문자 정상 검출.,"함. 나. 활동성 및 진행성 건선성 관절염 1) 투여대상 1종 이상의 종양괴사인자알파저해제(TNF-α inhibitor) 또는 IL-17 inhibitor에 반응이 불충분하거나 부작용, 금기 등으로 치료를"
229,α,ok,(그대로),그리스 문자 정상 검출.,". 3) 동 약제에 효과가 없거나 부작용으로 투약을 지속할 수 없어 이전에 투여한 적이 없는 TNF-α inhibitor (Etanercept, Adalimumab, Infliximab, Golimumab"
232,α,ok,(그대로),그리스 문자 정상 검출.,"다 평가하여 첫 16주째의 평가결 과가 유지되면 지속적인 투여를 인정함. 2. 종양괴사인자알파저해제(TNF-α inhibitor: Adalimumab, Etanercept, Golimumab, Infliximab 주"
232,α,ok,(그대로),그리스 문자 정상 검출.,"고 부작용이 없는 환자의 경우 최대 8∼12주 분까지 인정함. 5. 동 약제를 사용하는 경우에는 「TNF-α inhibitor 사용시 잠복결핵 치료지침」을 따라야 함. (고시 제2024-130호, ʼ24.7.1.)"
233,1.5mg,ok,1.5 mg,정상 밀리그램 표기(ASCII).,"대상: 소장이식 후 3개월이 지난 환자로 Tacrolimus 투여로 신장기능이 저하되어 혈청 크레아티닌 1.5mg/dL 초과, 사구체여과율(GFR) 75mL/min 미만인 경우 2) 투여방법: Tacrolimus와 병용"
233,75mL,ok,75 mL,정상 밀리리터 표기.,"crolimus 투여로 신장기능이 저하되어 혈청 크레아티닌 1.5mg/dL 초과, 사구체여과율(GFR) 75mL/min 미만인 경우 2) 투여방법: Tacrolimus와 병용투여 3) 투여기간: 6개월 이내 나. 신이식"
237,40mg,ok,40 mg,정상 밀리그램 표기(ASCII).,확진된 환자로 다음 중 한 가지에 해당하는 경우 - 다 음 - 가) 고용량의글루코코르티코이드(40mg/day prednisolone-equivalent 이상) 단독 또는 1종 이상의 면역억제제와 병용요법으
237,10 mg,ok,10 mg,정상 밀리그램 표기(ASCII).,- 가) 임상적 증상의 현저한 호전이 있음. 나) ESR ≤ 30 mm/hr 또는 CRP ≤ 10 mg/L
241,α,ok,(그대로),그리스 문자 정상 검출.,"하여 첫 6개월째의 평가 결과가 유지되면 지속적인 투여를 인정함. 3) 종양괴사인자알파저해제(TNF-α inhibitor: Adalimumab, Etanercept, Golimumab, Infliximab 주"
242,α,ok,(그대로),그리스 문자 정상 검출.,"Rectal bleeding subscore 0점 또는 1점인 경우 3) 종양괴사인자알파저해제(TNF-α inhibitor: Adalimumab, Golimumab, Infliximab 주사제) 또는 Ustek"
243,α,ok,(그대로),그리스 문자 정상 검출.,첨부하여야 함. 다. 중증의 강직성척추염 1) 투여대상 1종 이상의 종양괴사인자알파저해제(TNF-α inhibitor) 또는 IL-17A inhibitor에 반응이 불충분하거나 부작용 등으로 치료를 중단
244,α,ok,(그대로),그리스 문자 정상 검출.,". 3) 동 약제에 효과가 없거나 부작용으로 투약을 지속할 수 없어 이전에 투여한 적이 없는 TNF-α inhibitor (Etanercept, Adalimumab, Infliximab, Golimumab"
244,α,ok,(그대로),그리스 문자 정상 검출.,"사용 상 주의사항(금기 등)’을 반드시 참고하여 투여하여야 함. 4. 동 약제를 사용하는 경우에는「TNF-α inhibitor 사용 시 잠복결핵 치료지침」을 따라야 함. (고시 제2023-296호, ʼ24.1.1."
247,α,ok,(그대로),그리스 문자 정상 검출.,"하여 첫 6개월째의 평가 결과가 유지되면 지속적인 투여를 인정함. 다. 종양괴사인자알파저해제(TNF-α inhibitor: Adalimumab, Etanercept, Golimumab, Infliximab 주"
248,α,ok,(그대로),그리스 문자 정상 검출.,반드시 제출하여야 함. 3. 중증의 강직성척추염 가. 투여대상 1종 이상의 종양괴사인자알파저해제(TNF-α inhibitor) 또는 IL-17A inhibitor에 반응이 불충분하거나 부작용 등으로 치료를 중단
249,α,ok,(그대로),그리스 문자 정상 검출.,"함. 다. 동 약제에 효과가 없거나 부작용으로 투약을 지속할 수 없어 이전에 투여한 적이 없는 TNF-α inhibitor (Etanercept, Adalimumab, Infliximab, Golimumab"
251,α,ok,(그대로),그리스 문자 정상 검출.,"Rectal bleeding subscore 0점 또는 1점인 경우 다. 종양괴사인자알파저해제(TNF-α inhibitor: Adalimumab, Golimumab, Infliximab 주사제) 또는 Ustek"
252,α,ok,(그대로),그리스 문자 정상 검출.,"score의 25% 이상 감소된 경우에 한하여 유지요법을 인정함. 다. 종양괴사인자알파저해제(TNF-α inhibitor: Adalimumab, Infliximab 주사제) 또는 Ustekinumab, Ved"
252,α,ok,(그대로),그리스 문자 정상 검출.,사용상 주의사항(금기 등)’을 반드시 참고하여 투여하여야 함. 8. 동 약제를 사용하는 경우에는 「TNF-α inhibitor 사용 시 (4) 다음 6항목 중 환자가 현재 나타내는 해당 항목의 개수 × 20
253,45mg,ok,45 mg,정상 밀리그램 표기(ASCII).,"제2024-72호, ʼ24.5.1.) [142] Ustekinumab 주사제 (품명: 스텔라라 프리필드주 45mg 등) 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정하며, 동 인정기준 이외에는 약값"
254,α,ok,(그대로),그리스 문자 정상 검출.,"월마다 평가하여 최초 평가결과가 유지되면 지속적인 투여를 인정함. 3) 종양괴사인자알파저해제(TNF-α inhibitor: Adalimumab, Etanercept, Infliximab 주사제) 또는 Gus"
254,α,ok,(그대로),그리스 문자 정상 검출.,"함. 나. 활동성 및 진행성 건선성 관절염 1) 투여대상 1종 이상의 종양괴사인자알파저해제(TNF-α inhibitor) 또는 IL-17 inhibitor에 반응이 불충분하거나 부작용, 금기 등으로 치료를"
255,α,ok,(그대로),그리스 문자 정상 검출.,"❘ 248 ❘ 구 분 세부인정기준 및 방법 수 없어 이전에 투여한 적이 없는 TNF-α inhibitor (Etanercept, Adalimumab, Infliximab, Golimumab"
256,α,ok,(그대로),그리스 문자 정상 검출.,"core의 25% 이상 감소한 경우에 한하여 유지요법을 인정함. 3) 종양괴사인자알파저해제 (TNF-α inhibitor: Adalimumab, Infliximab 주사제) 또는 Vedolizumab 주사제,"
257,α,ok,(그대로),그리스 문자 정상 검출.,"Rectal bleeding subscore 0점 또는 1점인 경우 3) 종양괴사인자알파저해제(TNF-α inhibitor: Adalimumab, Golimumab, Infliximab 주사제) 또는 Vedo"
260,76IU,ok,76 IU,정상 국제단위 표기.,arinic Antagonist - 다 음 - (1) 치료 시작 전 면역글로불린 E의 수치가 76IU/mL 이상 (2) 통년성 대기 알러젠에 대하여 시험관 내(in vitro)
261,76IU,ok,76 IU,정상 국제단위 표기.,음의 조건을 모두 만족하는 경우 - 다 음 - (1) 치료 시작 전 면역글로불린 E의 수치가 76IU/mL 이상 (2) 통년성 대기 알러젠에 대하여 시험관 내(in vitro) 반응 또는 피부반응
263,15mg,ok,15 mg,정상 밀리그램 표기(ASCII).,"유발할 수 있는 미토콘드리아 DNA 또는 nuclear DNA 변이가 확인된 경우 나. 인정용량: 5 ~ 15mg/kg/day, 1일 최대 600mg (고시 제2019-191호, ʼ19.9.1.)"
263,600mg,ok,600 mg,정상 밀리그램 표기(ASCII).,"또는 nuclear DNA 변이가 확인된 경우 나. 인정용량: 5 ~ 15mg/kg/day, 1일 최대 600mg (고시 제2019-191호, ʼ19.9.1.)"
264,1mg,ok,1 mg,정상 밀리그램 표기(ASCII).,"래 - 가. 일반 환자로서 마취 및 수술 중에 빈맥이 나타날 경우： 일시용량(Bolus dose)(0.5-1mg/kg)을 3회까지 인정 나. 심혈관계 질환(고혈압, 심장질환 등)을 가진 환자의"
265,1mg,ok,1 mg,정상 밀리그램 표기(ASCII).,❘ 258 ❘ 구 분 세부인정기준 및 방법 비심장 수술시：일시용량(Bolus dose) (0.5-1mg/kg)와 유지용량(Maintenance dose)(50-300μg/kg/min)을 인정 다. 심혈관계(
265,μ,ok,(그대로),그리스 문자 정상 검출.,시용량(Bolus dose) (0.5-1mg/kg)와 유지용량(Maintenance dose)(50-300μg/kg/min)을 인정 다. 심혈관계(Open heart) 수술시: 진료의사가 판단 하여 필요시에는 허가
270,30mg,ok,30 mg,정상 밀리그램 표기(ASCII).,"127호, ʼ13.9.1.) [214] Fimasartan potassium 경구제 (품명: 카나브정 30mg 등) 허가사항 범위(본태성 고혈압) 내에서 투여 시 요양급여를 인정함. (고시 제2017-193호, ʼ"
272,30mL,ok,30 mL,정상 밀리리터 표기.,"6) 임부 또는 임신하고 있을 가능성이 있는 부인 및 수유부 7) 신장애환자 (크레아티닌 클리어런스가 30mL/min 이하인 환자) (고시 제2019-93호, ʼ19.6.7.) [214] Macitentan 경구제"
276,1mg,ok,1 mg,정상 밀리그램 표기(ASCII).,"눈의 시력이 손실된 환자 (고시 제2019-93호, ʼ19.6.7.) [214] Treprostinil 1mg/mL, 2.5mg/mL, 5mg/mL 주사제 (품명: 레모둘린 주사) 허가사항 범위 내에서 [일반원칙"
276,2.5mg,ok,2.5 mg,정상 밀리그램 표기(ASCII).,"실된 환자 (고시 제2019-93호, ʼ19.6.7.) [214] Treprostinil 1mg/mL, 2.5mg/mL, 5mg/mL 주사제 (품명: 레모둘린 주사) 허가사항 범위 내에서 [일반원칙] 폐동맥고혈압약제"
276,5mg,ok,5 mg,정상 밀리그램 표기(ASCII).,"제2019-93호, ʼ19.6.7.) [214] Treprostinil 1mg/mL, 2.5mg/mL, 5mg/mL 주사제 (품명: 레모둘린 주사) 허가사항 범위 내에서 [일반원칙] 폐동맥고혈압약제 “세부사항”"
277,11ml,ok,11 mL,정상 밀리리터 표기.,미만 운동부하심폐검사 (Cardiopulmonary exercise testing) Peak VO2<11ml/min/kg(<35% pred.) VE/VCO2 slope≥45 NT-proBNP plasma levels
279,30mg,ok,30 mg,정상 밀리그램 표기(ASCII).,신 24주에서 36주 사이에 자궁 수축이 있고 조산의 가능성이 있는 경우 나. 용법·용량 ○10-30mg 투여 후 자궁수축억제 정도에 따라 10-20mg을 4-8시간마다 또는 1일 용량으로 30-120mg 투
279,120mg,ok,120 mg,정상 밀리그램 표기(ASCII).,"10-30mg 투여 후 자궁수축억제 정도에 따라 10-20mg을 4-8시간마다 또는 1일 용량으로 30-120mg 투여 다. 저혈압 임신부에는 주의하여 투여하여야 함. (고시 제2020-161호, ’20.8.1.)"
282,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,투여하였으나 반응이 불충분한 경우(LDL-C 수치가 기저치 대비 50% 이상 감소하지 않거나 LDL-C≥100mg/dL인 경우) ※ 이형접합 가족성 고콜레스테롤혈증 확진은 Simon Broome(2006)에서 po
282,70mg,ok,70 mg,정상 밀리그램 표기(ASCII).,여하였으나 반응이 불충분한 경우 (LDL-C 수치가 기저치 대비 50% 이상 감소하지 않거나 LDL-C≥70mg/dL인 경우)에 추가 투여
283,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,"용량의 HMG-CoA reductase inhibitor와 Ezetimibe 투여에도 불구하고 LDL-C≥100mg/dL인 경우 ∙ 울혈성 심부전 과거력 (고시 제2024-37호, ʼ24.3.1.) [218] Cl"
283,59mL,ok,59 mL,정상 밀리리터 표기.,나 경피적 관상동맥중재술 과거력 ∙ 당뇨병 ∙ 고혈압 ∙ 만성신장질환(eGFR 15-59mL/min/1.73m2) ∙ 현재 흡연 ∙ 최대내약용량의 HMG-CoA reductase inh
285,0.2mg,ok,0.2 mg,정상 밀리그램 표기(ASCII).,"파린, 와파린, New Oral Anti-Coagulant 등 다. 투여용량 1) 24개월 이하 소아환자: 0.2mg/kg/day 2) 24개월 초과 소아환자: 1.0mg/kg/day ※ 최대 투여용량 75mg/day 라."
285,1.0mg,ok,1.0 mg,정상 밀리그램 표기(ASCII).,nt 등 다. 투여용량 1) 24개월 이하 소아환자: 0.2mg/kg/day 2) 24개월 초과 소아환자: 1.0mg/kg/day ※ 최대 투여용량 75mg/day 라. 투여기간 - 환자상태 및 관상동맥 확장의 호전 여부에
285,75mg,ok,75 mg,정상 밀리그램 표기(ASCII).,"소아환자: 0.2mg/kg/day 2) 24개월 초과 소아환자: 1.0mg/kg/day ※ 최대 투여용량 75mg/day 라. 투여기간 - 환자상태 및 관상동맥 확장의 호전 여부에 따라 투여 기간을 결정함. (다만, 나"
286,70mg,ok,70 mg,정상 밀리그램 표기(ASCII).,투여하였으나 반응이 불충분한 경우(LDL-C 수치가 기저치 대비 50% 이상 감소하지 않거나 LDL-C≥70mg/dL인 경우)에 추가 투여 - 다 음 - 가. 치료 전 총 콜레스테롤>500mg/dL 혹은 LD
286,500mg,ok,500 mg,정상 밀리그램 표기(ASCII).,않거나 LDL-C≥70mg/dL인 경우)에 추가 투여 - 다 음 - 가. 치료 전 총 콜레스테롤>500mg/dL 혹은 LDL-C≥ 300mg/dL이면서 10세 이전에 cutaneous 혹은 tendon xanth
286,300mg,ok,300 mg,정상 밀리그램 표기(ASCII).,경우)에 추가 투여 - 다 음 - 가. 치료 전 총 콜레스테롤>500mg/dL 혹은 LDL-C≥ 300mg/dL이면서 10세 이전에 cutaneous 혹은 tendon xanthoma가 발견되었거나 양쪽 부모님이
286,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,투여하였으나 반응이 불충분한 경우(LDL-C 수치가 기저치 대비 50% 이상 감소하지 않거나 LDL-C≥100mg/dL인 경우) ※ 이형접합 가족성 고콜레스테롤혈증 확진은 Simon Broome(2006)에서 po
287,70mg,ok,70 mg,정상 밀리그램 표기(ASCII).,투여하였 으나 반응이 불충분한 경우(LDL-C 수치가 기저치 대 비 50% 이상 감소하지 않거나 LDL-C≥70mg/dL인 경우)에 추가 투여 * 초고위험군 - 주요 ASCVD1) 2개 이상이거나 - 주요
288,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,"용량의 HMG-CoA reductase inhibitor와 Ezetimibe 투여에도 불구하고 LDL-C≥100mg/dL인 경우 ∙ 울혈성 심부전 과거력 (고시 제2024-37호, ʼ24.3.1.) [218] Ez"
288,59mL,ok,59 mL,정상 밀리리터 표기.,구 분 세부인정기준 및 방법 ∙ 당뇨병 ∙ 고혈압 ∙ 만성신장질환(eGFR 15-59mL/min/1.73m2) ∙ 현재 흡연 ∙ 최대내약용량의 HMG-CoA reductase inh
290,500 mg,ok,500 mg,정상 밀리그램 표기(ASCII).,❘ 283 ❘ 구 분 세부인정기준 및 방법 인정함. - 다 음 - 1) 혈중 TG≥500 mg/dL인 경우 1일 4g까지 인정 2) 위험요인* 또는 당뇨병이 있는 경우: 혈중 TG≥200 mg/dL일
290,"200 
mg",ok,200 mg,정상 밀리그램 표기(ASCII).,중 TG≥500 mg/dL인 경우 1일 4g까지 인정 2) 위험요인* 또는 당뇨병이 있는 경우: 혈중 TG≥200 mg/dL일 때 기존 유사 대체 약제(Fibrate 또는 Niacin계열) 사용시 부작용이 예상되는 경우 1일
290,40 mg,ok,40 mg,정상 밀리그램 표기(ASCII).,"② 고혈압(BP≥140/90 mmHg 또는 항고혈압제 복용) ③ 낮은 고밀도지단백콜레스테롤(HDL-C)(<40 mg/dL) ④ 관상동맥질환 조기 발병의 가족력(부모, 형제자매 중 남자<55세, 여자<65세에서 관상동맥질환"
290,60 mg,ok,60 mg,정상 밀리그램 표기(ASCII).,"세, 여자<65세에서 관상동맥질환이 발병한 경우) ⑤ 연령(남자≥45세, 여자≥55세) ※ HDL-C≥60 mg/dL은 보호인자로 간주하여 총 위험요인 수에서 하나를 감한다. (고시 제2015-18호, ʼ15.2.1."
291,500 mg,ok,500 mg,정상 밀리그램 표기(ASCII).,도 불구하고 트리글리세라이드 (TG) 수치가 다음에 해당하는 경우 - 다 음 - 가) 혈중 TG≥500 mg/dL인 경우 1일 4캡슐까지 인정 나) 위험요인* 또는 당뇨병이 있는 경우: 혈중 TG≥200 mg
291,"200 
mg",ok,200 mg,정상 밀리그램 표기(ASCII).,≥500 mg/dL인 경우 1일 4캡슐까지 인정 나) 위험요인* 또는 당뇨병이 있는 경우: 혈중 TG≥200 mg/dL일 때 기존 유사 대체 약제(Fibrate 또는 Niacin계열) 사용 시 부작용이 예상되는 경우 1
291,40 mg,ok,40 mg,정상 밀리그램 표기(ASCII).,"압(BP≥140/90 mmHg 또는 항고혈압제 복용) ③ 낮은 고밀도지단백콜레스테롤(HDL-C)(<40 mg/dL) ④ 관상동맥질환 조기 발병의 가족력(부모, 형제자매 중 남자<55세, 여자<65세에서 관"
291,60 mg,ok,60 mg,정상 밀리그램 표기(ASCII).,"서 관상동맥질환이 발병한 경우) ⑤ 연령(남자≥45세, 여자≥55세) ※ HDL-C≥60 mg/dL은 보호인자로 간주하여 총 위험요인 수에서 하나를 감한다. (고시 제2022-227호, ’22.10."
292,500 mg,ok,500 mg,정상 밀리그램 표기(ASCII).,불구하고 트리글리세라 이드(TG) 수치가 다음에 해당하는 경우 - 다 음 - 가) 혈중 TG≥500 mg/dL인 경우 1일 4캡슐까지 인정 나) 위험요인* 또는 당뇨병이 있는 경우: 혈중 TG≥ 200mg
292,200mg,ok,200 mg,정상 밀리그램 표기(ASCII).,00 mg/dL인 경우 1일 4캡슐까지 인정 나) 위험요인* 또는 당뇨병이 있는 경우: 혈중 TG≥ 200mg/dL일 때 기존 유사 대체 약제(Fibrate 또는 Niacin계열) 사용 시 부작용이 예상되는 경우 1
292,40mg,ok,40 mg,정상 밀리그램 표기(ASCII).,"혈압(BP≥140/90 mmHg 또는 항고혈압제 복용) ③낮은 고밀도지단백콜레스테롤(HDL-C)(<40mg/dL) ④관상동맥질환 조기 발병의 가족력(부모, 형제자매 중 남자<만 55세, 여자<만 65세에"
292,60 mg,ok,60 mg,정상 밀리그램 표기(ASCII).,"서 관상동맥 질환이 발병한 경우) ⑤ 연령(남자≥만 45세, 여자≥만 55세) ※ HDL-C≥60 mg/dL은 보호인자로 간주하여 총 위험 요인 수에서 하나를 감한다. (고시 제2021-152호, ’21.6.1"
295,10㎍,ok,10 ㎍,정상 마이크로그램 표기.,기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여기간 및 용량 : 1일 5∼10㎍씩 4주 범위 내에서 투여 나. 안정 시 통증의 개선을 위해 투여 시 투여기준 1) 임상증상 및 이학적소견
295,0.25mg,ok,0.25 mg,정상 밀리그램 표기(ASCII).,❘ 288 ❘ 구 분 세부인정기준 및 방법 환자에게 0.25mg/kg 일시(Bolus) 관상동맥주입 후 12시간동안 10㎍/min 용량으로 연속 정맥주입 시 요양급여를
296,15㎍,ok,15 ㎍,정상 마이크로그램 표기.,인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 동맥 내 투여는 1일 10~15㎍을 3주까지 인정(동맥내 주입 시 필요한 펌프는 산정할 수 없음 )
296,α,ok,(그대로),그리스 문자 정상 검출.,"방목적으로 투 여한 경우 (고시 제2021-294호, ’21.12.1.) [219] Alprostadil α-cyclodextrin 주사제 (품명: 알푸로덱스주 20마이크로그램) 1. 허가사항 범위 내에서 투여"
297,60㎍,ok,60 ㎍,정상 마이크로그램 표기.,❘ 290 ❘ 구 분 세부인정기준 및 방법 나. 정맥 내 투여는 1일 알프로스타딜로서 40~60㎍을 최대 4주 범위 내에서 인정 3. 허가사항 범위를 초과하여 아래와 같은 경우에도 요양 급여를 인정함.
298,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,나. 급성 혈전성 관상동맥폐색증의 경우 발작 후 6시간 이내에 투여한 경우에 한하여 1치료기간 중 최대 100mg 범위에서 요양급여를 인정함. 다. 급성 허혈뇌졸중에 증상 발현 후 4.5시간 이내에 투여한 경우에 한
298,0.9mg,ok,0.9 mg,정상 밀리그램 표기(ASCII).,에서 요양급여를 인정함. 다. 급성 허혈뇌졸중에 증상 발현 후 4.5시간 이내에 투여한 경우에 한하여 0.9mg/kg 범위에서 요양급여를 인정함. 2. 허가사항 범위를 초과하여 아래와 같은 기준으로 투여 시 요양급여
298,100㎎,ok,100 ㎎,정상 밀리그램 표기(기호).,기간 및 용량 가) 투여시기: 증상발현 후 2주 이내 나) 기간 및 용량: 허가사항대로 100㎎을 2시간에 걸쳐 정맥주입 나. 급성 혈전성 관상동맥폐색증의 경우 발작 후 6시간 이내에 투여한 경우
299,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,관계가 있다고 추정되는 태반이나 탈락막의 혈전생성을 방지하기 위해 혈소판 응집억제 작용으로 저용량(80~100mg/day)을 투여한 경우 나. 말초동맥성질환에 투여한 경우 다. 전자간증 예방목적으로 다음 중 하나 이상에
301,25mg,ok,25 mg,정상 밀리그램 표기(ASCII).,"식술 시행일)로부터 임신확인 일까지 (고시 제2018-97호, ʼ18.6.1.) [219] Aspirin 25mg + Dipyridamole 200mg 경구제 (품명: 아디녹스캡슐 등) 허가사항 범위(뇌의 일과성 허"
301,200mg,ok,200 mg,정상 밀리그램 표기(ASCII).,"고시 제2018-97호, ʼ18.6.1.) [219] Aspirin 25mg + Dipyridamole 200mg 경구제 (품명: 아디녹스캡슐 등) 허가사항 범위(뇌의 일과성 허혈 또는 혈전에 의한 허혈성 뇌졸중을"
302,500mg,ok,500 mg,정상 밀리그램 표기(ASCII).,"제2013-127호, ʼ13.9.1.) [219] Ferric citrate 경구제 (품명: 네폭실캡슐 500mg) 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정하며, 동 인정기준 이외에는 약값"
302,5.5mg,ok,5.5 mg,정상 밀리그램 표기(ASCII).,"말기 신부전증 환자(ESRD)중 인 제한 식이요법에도 불구하고, 동 약제 투여 전 혈중 인 (P) 수치가 5.5mg/dL 이상인 경우. 다만, 동 약제 유지요법의 경우 혈중 인(P) 수치가 4.0mg/dL 이상에서"
302,4.0mg,ok,4.0 mg,정상 밀리그램 표기(ASCII).,"(P) 수치가 5.5mg/dL 이상인 경우. 다만, 동 약제 유지요법의 경우 혈중 인(P) 수치가 4.0mg/dL 이상에서 인정함. ※ 동 약제의 허가사항 중 ‘사용상 주의사항’을 참고하여 알루미늄 함유 제제와"
303,300mg,ok,300 mg,정상 밀리그램 표기(ASCII).,및 방법 심부전 환자(NYHA class II~IV)는 제외함. - 다 음 - 1) uACR > 300mg/g 또는 요 시험지봉 검사(urine dipstick test) 양성(1+ 이상) 2) 25≤eGF
303,75mL,ok,75 mL,정상 밀리리터 표기.,또는 요 시험지봉 검사(urine dipstick test) 양성(1+ 이상) 2) 25≤eGFR<75mL/min/1.73m2인 경우 나. eGFR이 15mL/min/1.73m2미만으로 감소하는 경우 투여 중
303,15mL,ok,15 mL,정상 밀리리터 표기.,"est) 양성(1+ 이상) 2) 25≤eGFR<75mL/min/1.73m2인 경우 나. eGFR이 15mL/min/1.73m2미만으로 감소하는 경우 투여 중단하여야 함. (고시 제2024-20호, ʼ24.2.1."
305,5.6mg,ok,5.6 mg,정상 밀리그램 표기(ASCII).,"말기 신부전증 환자(ESRD)중 인 제한 식이요법에도 불구하고 동 약제 투여 전 혈중 인(P) 수치가 5.6mg/dL 이상인 경우 - 다만, 동 약제 유지요법의 경우 혈중 인(P) 수치가 4.0mg/dL 이상에서"
305,4.0mg,ok,4.0 mg,정상 밀리그램 표기(ASCII).,"인(P) 수치가 5.6mg/dL 이상인 경우 - 다만, 동 약제 유지요법의 경우 혈중 인(P) 수치가 4.0mg/dL 이상에서 인정함. (고시 제2018-174호, ʼ18.9.1.) [219] Limaprost α-"
305,α,ok,(그대로),그리스 문자 정상 검출.,"mg/dL 이상에서 인정함. (고시 제2018-174호, ʼ18.9.1.) [219] Limaprost α-cyclodextrin 경구제 (품명: 동아오팔몬정 등) 허가사항 범위 내에서 아래와 같은 기준으로 투여"
306,100mg,ok,100 mg,정상 밀리그램 표기(ASCII).,"수 있는 미토콘드리아 DNA 또는 nuclear DNA 변이가 확인된 경우 나. 인정용량 : 30∼100mg/kg/day, 1일 최대 3g (고시 제2022-207호, ’22.9.1.) [219] Milrinone"
307,5mg,ok,5 mg,정상 밀리그램 표기(ASCII).,"❘ 300 ❘ 구 분 세부인정기준 및 방법 [219] Nicergoline 5mg, 10mg 경구제 (품명: 사미온정 등) 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를"
307,10mg,ok,10 mg,정상 밀리그램 표기(ASCII).,"❘ 300 ❘ 구 분 세부인정기준 및 방법 [219] Nicergoline 5mg, 10mg 경구제 (품명: 사미온정 등) 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며,"
308,400mg,ok,400 mg,정상 밀리그램 표기(ASCII).,"여는 인정하지 아니함. (고시 제2023-120호, ’23.7.1.) [219] Sevelamer HCl 400mg, 800mg 경구제 (품명: 레나젤정 등) Sevelamer carbonate 800mg 경구제 (품"
308,800mg,ok,800 mg,정상 밀리그램 표기(ASCII).,"아니함. (고시 제2023-120호, ’23.7.1.) [219] Sevelamer HCl 400mg, 800mg 경구제 (품명: 레나젤정 등) Sevelamer carbonate 800mg 경구제 (품명: 렌벨라산"
