codepoint,char,sheet,row,column,value_excerpt
U+BC88,번,Sheet1,37,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여시 요양 급여를 인정하며, 동 인정기준 이외에 투여한 경우에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 칸디다감염 1) Amphotericin B deoxycholate, Fluconazole, Itraconazole 경구"
U+BC88,번,Sheet1,74,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 자살 행동 위험이 있는 조현병 또는 조현정동장애 환자의 자살 행동 위험감소 나. 4주 이내 2가지 이상 약제를 병용 투여하여도 치료 "
U+C9F8,째,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+C9F8,째,Sheet1,18,세부인정기준 및 방법,"동일 요양기관에서 같은 환자에게 6개월 동안 동일성분 의약품의 투약일수가 214일을 초과하여 처방하는 경우 요양급여를 인정하지 아니하나, 아래에 해당하는 경우에는 예외로 인정함.- 아 래 - 가. 환자가 장기출장이나 여행으로 인하여 의약품이 소진 되기 전 처방을 받아야 하는 경우 나. "
U+C9F8,째,Sheet1,18,세부인정기준 및 방법,"동일 요양기관에서 같은 환자에게 6개월 동안 동일성분 의약품의 투약일수가 214일을 초과하여 처방하는 경우 요양급여를 인정하지 아니하나, 아래에 해당하는 경우에는 예외로 인정함.- 아 래 - 가. 환자가 장기출장이나 여행으로 인하여 의약품이 소진 되기 전 처방을 받아야 하는 경우 나. "
U+C9F8,째,Sheet1,37,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여시 요양 급여를 인정하며, 동 인정기준 이외에 투여한 경우에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 칸디다감염 1) Amphotericin B deoxycholate, Fluconazole, Itraconazole 경구"
U+C9F8,째,Sheet1,47,세부인정기준 및 방법,"식품의약품안전처장이 인정한 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외 에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여대상 valproate, clobazam, topiramate, stiripentol, clonazepam, lev"
U+BB3C,물,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+BB3C,물,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+BB3C,물,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+BB3C,물,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+BB3C,물,Sheet1,7,세부인정기준 및 방법,"각 약제의 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액 을 환자가 부담토록 함. - 아 래 - 가. 단독요법 심혈관 질환, 뇌혈관 질환, 말초동맥성 질환의 혈전 예방 및 치료를 위해서는 Aspirin을 우선 투여하여야 하며, "
U+CCAB,첫,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+CCAB,첫,Sheet1,8,세부인정기준 및 방법,"고가의약품 중 아래의 약제를 투여한 경우 관리기간 동안 환자의 투약 및 평가정보를 「요양급여비용 청구방법, 심사 청구서·명세서서식 및 작성요령」에 따라 요양급여비용 명세서에 기재하여 제출하여야 함. 또한, 성과평가 등을 위한 방법·절차 등의 세부사항은 건강보험심사평가원장이 정함. - 아"
U+CCAB,첫,Sheet1,37,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여시 요양 급여를 인정하며, 동 인정기준 이외에 투여한 경우에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 칸디다감염 1) Amphotericin B deoxycholate, Fluconazole, Itraconazole 경구"
U+CCAB,첫,Sheet1,37,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여시 요양 급여를 인정하며, 동 인정기준 이외에 투여한 경우에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 칸디다감염 1) Amphotericin B deoxycholate, Fluconazole, Itraconazole 경구"
U+CCAB,첫,Sheet1,47,세부인정기준 및 방법,"식품의약품안전처장이 인정한 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외 에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여대상 valproate, clobazam, topiramate, stiripentol, clonazepam, lev"
U+C190,손,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+C190,손,Sheet1,17,세부인정기준 및 방법,"인슐린 비의존성 당뇨병(제2형 당뇨병) 환자에게 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 허가사항 범위이지만 동 인정기준 이외에는 약값 전액을 환자가 부담함. - 아 래 - 가. 경구용 당뇨병치료제 1) 단독요법 다음의 하나에 해당하는 경우 Metformin 단독투여를 인정하"
U+C190,손,Sheet1,50,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함.- 아 래 - 1. 뇌전증(Epilepsy) : 각 약제의 허가사항 범위 내 인정 2. 신경병증성 통증(Neuropathic pain) - 다 음 - 가. 당뇨"
U+C190,손,Sheet1,94,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 대상 신경과전문의가 진찰하여 McDonald('17) 진단기준 (시간파종(Dissemination in time, DIT)과 공간파종"
U+C190,손,Sheet1,94,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 대상 신경과전문의가 진찰하여 McDonald('17) 진단기준 (시간파종(Dissemination in time, DIT)과 공간파종"
U+D788,히,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+D788,히,Sheet1,11,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액 을 환자가 부담토록 함. - 아 래 - 가. 칼슘 및 Estrogen제제 등의 약제 골밀도검사에서 T-score가 -1 이하인 경우(T-score ≤ -1.0) 나. Elcat"
U+D788,히,Sheet1,16,세부인정기준 및 방법,"허가사항 범위 내에서 의식이 극히 저하된 급성기 중증의 뇌병증 환자에게 3주 범위에서 인정하며, 동 인정기준 이 외에는 약값 전액을 환자가 부담토록 함. (고시 제2013-127호, '13.9.1.)"
U+D788,히,Sheet1,20,세부인정기준 및 방법,허가사항 범위를 초과하여 메르스(MERS) 및 코로나바이러스 감염증-19(COVID-19)에 아래와 같은 기준으로 투여 시 요양급여를 인정함. - 아 래 - 가. 메르스 코로나바이러스(MERS-CoV) 1) 투여대상 : 메르스 관련 증상이 있는 메르스 코로나 바이러스(MERS-CoV) 
U+D788,히,Sheet1,33,세부인정기준 및 방법,"각 약제의 허가사항 범위(폐동맥고혈압) 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 단독요법 각 약제※ 의 급여기준 범위(대상환자 및 투여방법 등) 내에서 투여 시 요양급여를 인정함. 나. 병용요법"
U+B824,려,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+B824,려,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+B824,려,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+B824,려,Sheet1,11,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액 을 환자가 부담토록 함. - 아 래 - 가. 칼슘 및 Estrogen제제 등의 약제 골밀도검사에서 T-score가 -1 이하인 경우(T-score ≤ -1.0) 나. Elcat"
U+B824,려,Sheet1,12,세부인정기준 및 방법,"1. 약제의 범위 가. 항암요 법제 사용 관련 ○ 245 부신호르몬제, 247 난포 및 황체호르몬제, 249 기타의 호르몬제(항호르몬제를 포함), 313 비타민B제 (비타민B1을 제외), 339 기타의 혈액 및 체액용약, 392 해독제, 399 따로 분류되지 않는 대사성 의약품, 421"
U+C6B8,울,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+C6B8,울,Sheet1,46,세부인정기준 및 방법,1. 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2. 허가사항 범위(효능 · 효과 등)를 초과하여 아래와 같은 기준으로 투여한 경우에도 요양급여를 인정함. - 아 래 - 가. 뇌전증지속상태(Status epilepticus)상병에 투여한 경우 1) 임상적 기준 가) 기존
U+C6B8,울,Sheet1,51,세부인정기준 및 방법,"아래의 허가사항 범위 내에서 투여 시 요양급여를 인정함. - 아 래 - 가. 뇌전증 1) 단독요법 및 부가요법 : 부분발작 및 전신 강직간대 발작 2) 부가요법 : 레녹스-가스토 증후군에 의한 발작 나. 양극성 1형 장애 환자에서의 우울삽화의 재발 방지 (고시 제2019-191호, '1"
U+C6B8,울,Sheet1,69,세부인정기준 및 방법,"허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 하며, 우울병에는 아래와 같은 기준으로 요양급여를 인정함. - 아 래 - 가. 정신건강의학과에서 우울병으로 확진된 경우 나. 정신건강의학과 이외의 타과에서 기타 질환으로 인한 우울병에 투여하는 경우 1) 우울증상이 지속적으로 2주 이"
U+C6B8,울,Sheet1,69,세부인정기준 및 방법,"허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 하며, 우울병에는 아래와 같은 기준으로 요양급여를 인정함. - 아 래 - 가. 정신건강의학과에서 우울병으로 확진된 경우 나. 정신건강의학과 이외의 타과에서 기타 질환으로 인한 우울병에 투여하는 경우 1) 우울증상이 지속적으로 2주 이"
U+B54C,때,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+B54C,때,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+B54C,때,Sheet1,8,세부인정기준 및 방법,"고가의약품 중 아래의 약제를 투여한 경우 관리기간 동안 환자의 투약 및 평가정보를 「요양급여비용 청구방법, 심사 청구서·명세서서식 및 작성요령」에 따라 요양급여비용 명세서에 기재하여 제출하여야 함. 또한, 성과평가 등을 위한 방법·절차 등의 세부사항은 건강보험심사평가원장이 정함. - 아"
U+B54C,때,Sheet1,8,세부인정기준 및 방법,"고가의약품 중 아래의 약제를 투여한 경우 관리기간 동안 환자의 투약 및 평가정보를 「요양급여비용 청구방법, 심사 청구서·명세서서식 및 작성요령」에 따라 요양급여비용 명세서에 기재하여 제출하여야 함. 또한, 성과평가 등을 위한 방법·절차 등의 세부사항은 건강보험심사평가원장이 정함. - 아"
U+B54C,때,Sheet1,8,세부인정기준 및 방법,"고가의약품 중 아래의 약제를 투여한 경우 관리기간 동안 환자의 투약 및 평가정보를 「요양급여비용 청구방법, 심사 청구서·명세서서식 및 작성요령」에 따라 요양급여비용 명세서에 기재하여 제출하여야 함. 또한, 성과평가 등을 위한 방법·절차 등의 세부사항은 건강보험심사평가원장이 정함. - 아"
U+B09C,난,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+B09C,난,Sheet1,12,세부인정기준 및 방법,"1. 약제의 범위 가. 항암요 법제 사용 관련 ○ 245 부신호르몬제, 247 난포 및 황체호르몬제, 249 기타의 호르몬제(항호르몬제를 포함), 313 비타민B제 (비타민B1을 제외), 339 기타의 혈액 및 체액용약, 392 해독제, 399 따로 분류되지 않는 대사성 의약품, 421"
U+B09C,난,Sheet1,22,세부인정기준 및 방법,"1. 각 약제의 허가사항 및 급여기준 범위 내에서 투여 시 요양급여를 인정함. 2. 허가사항 범위를 초과하여 보조생식술에 아래와 같은 기준으로 투여 시 「보조생식술 급여기준」 범위 내에서 요양 급여를 인정하며, 비급여로 실시한 경우에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가"
U+B09C,난,Sheet1,22,세부인정기준 및 방법,"1. 각 약제의 허가사항 및 급여기준 범위 내에서 투여 시 요양급여를 인정함. 2. 허가사항 범위를 초과하여 보조생식술에 아래와 같은 기준으로 투여 시 「보조생식술 급여기준」 범위 내에서 요양 급여를 인정하며, 비급여로 실시한 경우에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가"
U+B09C,난,Sheet1,22,세부인정기준 및 방법,"1. 각 약제의 허가사항 및 급여기준 범위 내에서 투여 시 요양급여를 인정함. 2. 허가사항 범위를 초과하여 보조생식술에 아래와 같은 기준으로 투여 시 「보조생식술 급여기준」 범위 내에서 요양 급여를 인정하며, 비급여로 실시한 경우에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가"
U+B958,류,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+B958,류,Sheet1,9,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정하며, 동 인정기준 이외에 투여한 경우에는 약 값 전액을 환자가 부담토록 함. - 아 래 - 가. 순수 고저밀도지단백콜레스테롤(LDL-C)혈증 1) 투여대상 가) 위험요인""이 0~1개인 경우 : 혈중 LDL-C≥160 "
U+B958,류,Sheet1,10,세부인정기준 및 방법,동반질환 및 합병증이 없는 고혈압 환자에게 투여하는 혈압 강하제는 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정함. - 아 래 - 가. 약제 치료 시점 1) 수축기혈압 140mmHg 이상 또는 이완기혈압 90mmHg 이상에서 약제 투여를 시작할 수 있음. 2) 심혈
U+B958,류,Sheet1,12,세부인정기준 및 방법,"1. 약제의 범위 가. 항암요 법제 사용 관련 ○ 245 부신호르몬제, 247 난포 및 황체호르몬제, 249 기타의 호르몬제(항호르몬제를 포함), 313 비타민B제 (비타민B1을 제외), 339 기타의 혈액 및 체액용약, 392 해독제, 399 따로 분류되지 않는 대사성 의약품, 421"
U+B958,류,Sheet1,30,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 경구 진해거담제는 약제의 성분, 약리작용 및 효능· 효과, 환자의 증상에 따라 선별적으로 투여함을 원칙으로 하며,나. 상기도 질환에 시럽"
U+D68D,획,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+D68D,획,Sheet1,404,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 1. 제8인자 항체를 보유한 중증(응고인자 활성도가 1% 미만) A형 혈우병 환자 가. 투여대상 항체역가가 5BU(Bethesda unit)/"
U+D68D,획,Sheet1,535,세부인정기준 및 방법,1. 허가사항 범위 내에서 1차 약제 투여로 증상이 호전되지 않는 환자에게 2차 약제로 투여 시 요양급여 함을 원칙으로 함. 2. 아래와 같이 치료 상 필요하여 선택적으로 투여한 경우에는 1차 약제로 투여 시에도 요양급여를 인정함. - 아 래 - 가. Penicilline계 또는 Cep
U+B144,년,Sheet1,6,세부인정기준 및 방법,"허가사항 중 뇌전증에 투여하는 경우에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 투여 시기1) 일반적으로 두 번째 뇌전증 발작 후 한 가지 약물로 시작함. 2) 위험인자가 있는 경우 첫 발작이라도 약물"
U+B144,년,Sheet1,7,세부인정기준 및 방법,"각 약제의 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액 을 환자가 부담토록 함. - 아 래 - 가. 단독요법 심혈관 질환, 뇌혈관 질환, 말초동맥성 질환의 혈전 예방 및 치료를 위해서는 Aspirin을 우선 투여하여야 하며, "
U+B144,년,Sheet1,7,세부인정기준 및 방법,"각 약제의 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액 을 환자가 부담토록 함. - 아 래 - 가. 단독요법 심혈관 질환, 뇌혈관 질환, 말초동맥성 질환의 혈전 예방 및 치료를 위해서는 Aspirin을 우선 투여하여야 하며, "
U+B144,년,Sheet1,7,세부인정기준 및 방법,"각 약제의 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액 을 환자가 부담토록 함. - 아 래 - 가. 단독요법 심혈관 질환, 뇌혈관 질환, 말초동맥성 질환의 혈전 예방 및 치료를 위해서는 Aspirin을 우선 투여하여야 하며, "
U+B144,년,Sheet1,7,세부인정기준 및 방법,"각 약제의 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액 을 환자가 부담토록 함. - 아 래 - 가. 단독요법 심혈관 질환, 뇌혈관 질환, 말초동맥성 질환의 혈전 예방 및 치료를 위해서는 Aspirin을 우선 투여하여야 하며, "
U+D310,판,Sheet1,7,구분,[일반원칙] 경구용 항혈전제 (항혈소판제 및 Heparinoid 제제)
U+D310,판,Sheet1,13,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 수술범위 1) 간절제술(자722), 간파열봉합술(자724), 췌장수술(자751, 자752, 자754, 자756, 자757, 자758, 자"
U+D310,판,Sheet1,20,세부인정기준 및 방법,허가사항 범위를 초과하여 메르스(MERS) 및 코로나바이러스 감염증-19(COVID-19)에 아래와 같은 기준으로 투여 시 요양급여를 인정함. - 아 래 - 가. 메르스 코로나바이러스(MERS-CoV) 1) 투여대상 : 메르스 관련 증상이 있는 메르스 코로나 바이러스(MERS-CoV) 
U+D310,판,Sheet1,20,세부인정기준 및 방법,허가사항 범위를 초과하여 메르스(MERS) 및 코로나바이러스 감염증-19(COVID-19)에 아래와 같은 기준으로 투여 시 요양급여를 인정함. - 아 래 - 가. 메르스 코로나바이러스(MERS-CoV) 1) 투여대상 : 메르스 관련 증상이 있는 메르스 코로나 바이러스(MERS-CoV) 
U+D310,판,Sheet1,21,세부인정기준 및 방법,"1. 식품의약품안전처장이 고시한 병용금기 성분 및 특정 연령대 금기 성분과 임부금기 성분에 대하여는 요양급여를 인정하지 아니함 가. 이 경우 임부금기 성분은 고시 성분을 함유한 단일제와 복합제를 모두 포함함 2. 다만, 병용금기 성분, 특정연령대 금기 성분 및 임부금기 1등급 성분임에도"
U+B9D0,말,Sheet1,7,세부인정기준 및 방법,"각 약제의 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액 을 환자가 부담토록 함. - 아 래 - 가. 단독요법 심혈관 질환, 뇌혈관 질환, 말초동맥성 질환의 혈전 예방 및 치료를 위해서는 Aspirin을 우선 투여하여야 하며, "
U+B9D0,말,Sheet1,7,세부인정기준 및 방법,"각 약제의 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액 을 환자가 부담토록 함. - 아 래 - 가. 단독요법 심혈관 질환, 뇌혈관 질환, 말초동맥성 질환의 혈전 예방 및 치료를 위해서는 Aspirin을 우선 투여하여야 하며, "
U+B9D0,말,Sheet1,7,세부인정기준 및 방법,"각 약제의 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액 을 환자가 부담토록 함. - 아 래 - 가. 단독요법 심혈관 질환, 뇌혈관 질환, 말초동맥성 질환의 혈전 예방 및 치료를 위해서는 Aspirin을 우선 투여하여야 하며, "
U+B9D0,말,Sheet1,7,세부인정기준 및 방법,"각 약제의 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액 을 환자가 부담토록 함. - 아 래 - 가. 단독요법 심혈관 질환, 뇌혈관 질환, 말초동맥성 질환의 혈전 예방 및 치료를 위해서는 Aspirin을 우선 투여하여야 하며, "
U+B9D0,말,Sheet1,7,세부인정기준 및 방법,"각 약제의 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액 을 환자가 부담토록 함. - 아 래 - 가. 단독요법 심혈관 질환, 뇌혈관 질환, 말초동맥성 질환의 혈전 예방 및 치료를 위해서는 Aspirin을 우선 투여하여야 하며, "
U+C54C,알,Sheet1,7,세부인정기준 및 방법,"각 약제의 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액 을 환자가 부담토록 함. - 아 래 - 가. 단독요법 심혈관 질환, 뇌혈관 질환, 말초동맥성 질환의 혈전 예방 및 치료를 위해서는 Aspirin을 우선 투여하여야 하며, "
U+C54C,알,Sheet1,10,세부인정기준 및 방법,동반질환 및 합병증이 없는 고혈압 환자에게 투여하는 혈압 강하제는 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정함. - 아 래 - 가. 약제 치료 시점 1) 수축기혈압 140mmHg 이상 또는 이완기혈압 90mmHg 이상에서 약제 투여를 시작할 수 있음. 2) 심혈
U+C54C,알,Sheet1,10,세부인정기준 및 방법,동반질환 및 합병증이 없는 고혈압 환자에게 투여하는 혈압 강하제는 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정함. - 아 래 - 가. 약제 치료 시점 1) 수축기혈압 140mmHg 이상 또는 이완기혈압 90mmHg 이상에서 약제 투여를 시작할 수 있음. 2) 심혈
U+C54C,알,Sheet1,12,세부인정기준 및 방법,"1. 약제의 범위 가. 항암요 법제 사용 관련 ○ 245 부신호르몬제, 247 난포 및 황체호르몬제, 249 기타의 호르몬제(항호르몬제를 포함), 313 비타민B제 (비타민B1을 제외), 339 기타의 혈액 및 체액용약, 392 해독제, 399 따로 분류되지 않는 대사성 의약품, 421"
U+C54C,알,Sheet1,34,세부인정기준 및 방법,"1. 만성신부전증환자(혈액투석 및 복막투석환자) 가. 혈압강하제(고혈압 치료제) 1) 이뇨제 2) 교감신경차단제 : a, � Adrenoreceptor blocking agents 3) 혈관확장제 4) 안지오텐신 전환효소억제제(Angiotension II 수용체 차단제 포함) 5) 칼슘"
