sheet,row,column,value,char_count,codepoints
Sheet1,576,약제분류명,기타의 화학료법제,8,U+AE30×1;U+B8CC×1;U+BC95×1;U+C758×1;U+C81C×1;U+D0C0×1;U+D559×1;U+D654×1
Sheet1,576,구분,Tenofovir disoproxil 경구제 (품명 : 비리어드정 등),11,U+ACBD×1;U+AD6C×1;U+B4DC×1;U+B4F1×1;U+B9AC×1;U+BA85×1;U+BE44×1;U+C5B4×1;U+C815×1;U+C81C×1;U+D488×1
Sheet1,576,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정함. - 아 래 - 가. HIV-1 감염 허가사항 범위 내에서 투여 시 요양 급여함을 원칙으로 하며 동 약제를 '칵테일 요법'으로 사용하는 경우 해당 고시에 의거하여 인정함 나. 만성 B형간염 [일반원칙] 경구용 만성 B형간염 치료제 세부인정기준 및 방법 참조하여 요양급여를 인정함. (고시 제2018-253호, '18.12.1.)",133,U+AC00×3;U+AC04×2;U+AC10×1;U+AC19×1;U+AC70×1;U+ACBD×2;U+ACE0×2;U+AD6C×1;U+AE09×3;U+AE30×2;U+B098×1;U+B0B4×2;U+B294×1;U+B2F9×1;U+B3D9×1;U+B798×2;U+B85C×3;U+B8CC×1;U+B97C×3;U+B9CC×2;U+BA70×1;U+BC0F×1;U+BC18×1;U+BC29×1;U+BC94×2;U+BC95×2;U+BD80×1;U+C0AC×3;U+C11C×2;U+C131×2;U+C138×1;U+C2DC×4;U+C544×2;U+C57D×1;U+C591×3;U+C5D0×3;U+C5EC×7;U+C5FC×3;U+C640×1;U+C694×4;U+C6A9×2;U+C6B0×1;U+C6D0×2;U+C704×2;U+C73C×3;U+C740×1;U+C744×1;U+C758×1;U+C778×4;U+C77C×2;U+C815×4;U+C81C×3;U+C870×1;U+C900×2;U+CC38×1;U+CE58×1;U+CE59×2;U+CE75×1;U+D14C×1;U+D22C×2;U+D558×4;U+D568×4;U+D56D×2;U+D574×1;U+D5C8×2;U+D615×2;U+D638×1
Sheet1,577,약제분류명,기타의 화학료법제,8,U+AE30×1;U+B8CC×1;U+BC95×1;U+C758×1;U+C81C×1;U+D0C0×1;U+D559×1;U+D654×1
Sheet1,577,구분,Tenofovir disoproxil + Emtricitabine 경구제 (품명 : 트루바다정),10,U+ACBD×1;U+AD6C×1;U+B2E4×1;U+B8E8×1;U+BA85×1;U+BC14×1;U+C815×1;U+C81C×1;U+D2B8×1;U+D488×1
Sheet1,577,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. HIV-1 감염 동 약제를 '칵테일요법'으로 사용하는 경우 해당 고시에 의거하여 인정함. 나. 고위험군 HIV-1 비감염자의 HIV-1 노출 전 감염 위험 감소 ○ 감염인의 성관계 파트너 (고시 제2019-93호, '19.6.7.)",120,U+25CB×1;U+AC00×3;U+AC10×5;U+AC12×1;U+AC19×1;U+AC70×1;U+ACBD×1;U+ACC4×1;U+ACE0×3;U+AD00×1;U+AD70×1;U+AE09×1;U+AE30×2;U+B098×1;U+B0B4×1;U+B108×1;U+B178×1;U+B294×2;U+B2F4×1;U+B2F9×1;U+B3D9×2;U+B798×2;U+B85C×2;U+B85D×1;U+B97C×2;U+BA70×1;U+BC94×1;U+BC95×1;U+BD80×1;U+BE44×1;U+C0AC×2;U+C11C×1;U+C131×1;U+C18C×1;U+C2DC×3;U+C544×2;U+C561×1;U+C57D×2;U+C591×1;U+C5D0×3;U+C5EC×3;U+C5FC×4;U+C640×1;U+C678×1;U+C694×2;U+C6A9×1;U+C6B0×1;U+C704×3;U+C73C×2;U+C740×1;U+C744×1;U+C758×3;U+C774×1;U+C778×4;U+C77C×1;U+C790×2;U+C804×2;U+C815×3;U+C81C×2;U+C900×2;U+CD9C×1;U+CE75×1;U+D14C×1;U+D1A0×1;U+D22C×1;U+D2B8×1;U+D30C×1;U+D558×3;U+D568×2;U+D56D×1;U+D574×1;U+D5C8×1;U+D5D8×2;U+D638×1;U+D658×1
Sheet1,578,약제분류명,기타의 화학료법제,8,U+AE30×1;U+B8CC×1;U+BC95×1;U+C758×1;U+C81C×1;U+D0C0×1;U+D559×1;U+D654×1
Sheet1,578,구분,Tosufloxacin 경구제 (품명 : 오젝스정),9,U+ACBD×1;U+AD6C×1;U+BA85×1;U+C2A4×1;U+C624×1;U+C815×1;U+C81C×1;U+C81D×1;U+D488×1
Sheet1,578,세부인정기준 및 방법,"1. 허가사항 범위 내에서 1차 약제 투여로 증상이 호전되지 않는 환자에게 투여하는 것을 원칙으로 함. 2. 타 항생제에 내성이 있는 환자, 면역기능이 저하된 환자, 중증 감염환자, 객관적으로 증명된 심부 장기감염(예 : 폐렴, 급성신우신염) 등의 경우에는 1차 약제로 인정함. (고시 제2013-127호, '13.9.1.)",107,U+AC00×1;U+AC10×2;U+AC1D×1;U+AC83×1;U+AC8C×1;U+ACBD×1;U+ACE0×1;U+AD00×1;U+AE09×1;U+AE30×2;U+B0B4×2;U+B294×4;U+B2A5×1;U+B418×1;U+B41C×2;U+B4F1×1;U+B834×1;U+B85C×4;U+BA74×1;U+BA85×1;U+BC94×1;U+BD80×1;U+C0AC×1;U+C0C1×1;U+C0DD×1;U+C11C×1;U+C131×2;U+C2DC×1;U+C2E0×2;U+C2EC×1;U+C54A×1;U+C57D×2;U+C5D0×4;U+C5EC×2;U+C5ED×1;U+C5FC×3;U+C608×1;U+C6B0×2;U+C6D0×1;U+C704×1;U+C73C×2;U+C744×1;U+C758×1;U+C774×3;U+C778×1;U+C788×1;U+C790×4;U+C7A5×1;U+C800×1;U+C801×1;U+C804×1;U+C815×1;U+C81C×4;U+C911×1;U+C99D×3;U+C9C0×1;U+CC28×2;U+CE59×1;U+D0C0×1;U+D22C×2;U+D3D0×1;U+D558×2;U+D568×2;U+D56D×2;U+D5C8×1;U+D638×2;U+D658×4
Sheet1,579,약제분류명,기타의 화학료법제,8,U+AE30×1;U+B8CC×1;U+BC95×1;U+C758×1;U+C81C×1;U+D0C0×1;U+D559×1;U+D654×1
Sheet1,579,구분,Valacyclovir HCl 경구제 (품명 : 발트렉스정 250밀리그람 등),15,U+ACBD×1;U+AD6C×1;U+ADF8×1;U+B4F1×1;U+B78C×1;U+B809×1;U+B9AC×1;U+BA85×1;U+BC00×1;U+BC1C×1;U+C2A4×1;U+C815×1;U+C81C×1;U+D2B8×1;U+D488×1
Sheet1,579,세부인정기준 및 방법,"1. 허가사항 범위 내에서 투여 시 요양급여를 인정함 2. 허가사항 중 ""신장이식 후 거대세포바이러스 감염 예방"" 에는 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - ○ 신장이식술 전 공여자가 거대세포바이러스 혈청면역 글로불린(CMV serum IgG) 양성이고 수혜자가 CMV serum IgG 음성인 경우의 예방적 투여(Universal prophylaxis therapy 또는 Prophylactic therapy) (고시 제2013-127호, '13.9.1.)",141,U+25CB×1;U+AC00×5;U+AC10×1;U+AC12×1;U+AC19×1;U+AC70×2;U+ACBD×1;U+ACE0×2;U+ACF5×1;U+AE00×1;U+AE09×2;U+AE30×2;U+B0B4×1;U+B294×3;U+B2F4×1;U+B300×2;U+B3D9×1;U+B610×1;U+B798×2;U+B7EC×2;U+B85C×2;U+B85D×1;U+B97C×2;U+B9B0×1;U+BA70×1;U+BA74×1;U+BC14×2;U+BC29×2;U+BC94×1;U+BD80×1;U+BD88×1;U+C0AC×2;U+C11C×1;U+C131×2;U+C138×2;U+C218×1;U+C220×1;U+C2A4×2;U+C2DC×3;U+C2DD×2;U+C2E0×2;U+C544×2;U+C561×1;U+C57D×1;U+C591×3;U+C5D0×3;U+C5EC×6;U+C5ED×1;U+C5FC×1;U+C608×2;U+C640×1;U+C678×1;U+C694×2;U+C6B0×1;U+C704×1;U+C73C×1;U+C740×1;U+C744×1;U+C74C×1;U+C758×1;U+C774×6;U+C778×4;U+C790×3;U+C7A5×2;U+C801×1;U+C804×2;U+C815×3;U+C81C×1;U+C900×2;U+C911×1;U+CCAD×1;U+D1A0×1;U+D22C×3;U+D3EC×2;U+D558×1;U+D568×2;U+D56D×2;U+D5C8×2;U+D608×1;U+D61C×1;U+D638×1;U+D658×1;U+D6C4×1
Sheet1,580,약제분류명,기타의 화학료법제,8,U+AE30×1;U+B8CC×1;U+BC95×1;U+C758×1;U+C81C×1;U+D0C0×1;U+D559×1;U+D654×1
Sheet1,580,구분,"Valganciclovir 경구제 (품명 : 발싸이트정 450밀리그람 등, 발싸이트액제용분말)",24,U+ACBD×1;U+AD6C×1;U+ADF8×1;U+B4F1×1;U+B78C×1;U+B9AC×1;U+B9D0×1;U+BA85×1;U+BC00×1;U+BC1C×2;U+BD84×1;U+C2F8×2;U+C561×1;U+C6A9×1;U+C774×2;U+C815×1;U+C81C×2;U+D2B8×2;U+D488×1
Sheet1,580,세부인정기준 및 방법,"1. 허가사항 범위 내에서 투여 시 요양급여 함을 원칙으로 함. 2 허가사항 범위를 초과하여 아래와 같은 기준으로 투여 시 요양급여를 인정함. - 아 래 - ○ 거대세포바이러스(CMV; Cytomegalovirus) 감염질환 치료 (고시 제2023-229호, '23.12.1.)",75,U+25CB×1;U+AC00×2;U+AC10×1;U+AC19×1;U+AC70×1;U+ACE0×1;U+ACFC×1;U+AE09×2;U+AE30×1;U+B0B4×1;U+B300×1;U+B798×2;U+B7EC×1;U+B85C×2;U+B8CC×1;U+B97C×2;U+BC14×1;U+BC94×2;U+C0AC×2;U+C11C×1;U+C138×1;U+C2A4×1;U+C2DC×3;U+C544×2;U+C591×2;U+C5D0×1;U+C5EC×5;U+C5FC×1;U+C640×1;U+C694×2;U+C6D0×1;U+C704×2;U+C73C×2;U+C740×1;U+C744×1;U+C774×1;U+C778×1;U+C815×1;U+C81C×1;U+C900×1;U+C9C8×1;U+CD08×1;U+CE58×1;U+CE59×1;U+D22C×2;U+D3EC×1;U+D558×1;U+D568×3;U+D56D×2;U+D5C8×2;U+D638×1;U+D658×1
Sheet1,581,약제분류명,기타의 화학료법제,8,U+AE30×1;U+B8CC×1;U+BC95×1;U+C758×1;U+C81C×1;U+D0C0×1;U+D559×1;U+D654×1
Sheet1,581,구분,Zabofloxacin 경구제 (품명 : 자보란테정),10,U+ACBD×1;U+AD6C×1;U+B780×1;U+BA85×1;U+BCF4×1;U+C790×1;U+C815×1;U+C81C×1;U+D14C×1;U+D488×1
Sheet1,581,세부인정기준 및 방법,"허가사항 범위(만성폐쇄성폐질환(만성기관기염, 폐기종 포함)의 급성 악화) 내에서 1차 약제 투여로 증상이 호전되지 않는 환자에게 투여 시 요양급여를 인정함. (고시 제2015-239호, '16.1.1.)",67,U+AC00×1;U+AC8C×1;U+ACE0×1;U+AD00×1;U+AE09×2;U+AE30×3;U+B0B4×1;U+B294×1;U+B418×1;U+B85C×1;U+B97C×1;U+B9CC×2;U+BC94×1;U+C0AC×1;U+C0C1×1;U+C11C×1;U+C131×4;U+C1C4×1;U+C2DC×2;U+C545×1;U+C54A×1;U+C57D×1;U+C591×1;U+C5D0×2;U+C5EC×3;U+C5FC×1;U+C694×1;U+C704×1;U+C758×1;U+C774×1;U+C778×1;U+C790×1;U+C804×1;U+C815×1;U+C81C×2;U+C885×1;U+C99D×1;U+C9C0×1;U+C9C8×1;U+CC28×1;U+D22C×2;U+D3D0×3;U+D3EC×1;U+D568×2;U+D56D×1;U+D5C8×1;U+D638×2;U+D654×1;U+D658×2
Sheet1,582,약제분류명,기타의 화학료법제,8,U+AE30×1;U+B8CC×1;U+BC95×1;U+C758×1;U+C81C×1;U+D0C0×1;U+D559×1;U+D654×1
Sheet1,582,구분,Zanamivir 외용제 (품명 : 리렌자로타디스크),13,U+B514×1;U+B80C×1;U+B85C×1;U+B9AC×1;U+BA85×1;U+C2A4×1;U+C678×1;U+C6A9×1;U+C790×1;U+C81C×1;U+D06C×1;U+D0C0×1;U+D488×1
Sheet1,582,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 만 7세 이상 소아 및 성인 중 다음과 같은 환자에게인플루엔자 초기증상(기침, 두통, 인후통 등 2개 이상의 증상 및 고열)이 발생한지 48시간 이내에 투여 시 요양급여를 인정함. 다만, 입원환자는 증상발생 48시간 이후라도 의사가 투약이 필요한 것으로 판단하여 투여한 경우 요양급여를 인정함. - 다 음 - 1. 인플루엔자 감염이 확인된 환자 - 신속항원검사 또는 중합효소연쇄반응법으로 인플루 엔자 양성이 확인된 경우. 2. 인플루엔자주의보 발표 시에는 다음과 같은 환자 - 만 7세 이상 12세 이하 소아 - 임신 3개월 이상 임신부 또는 출산 2주 이내 산모 - 만 65세 이상 - 면역저하자 - 대사장애(Metabolic disorders) - 심장질환(Cardiac disease) - 폐질환(Pulmonary disease) - 신기능장애(Renal dysfunction) - 간질환 - 혈액질환 - 신경계질환 및 신경발달 장애 - 장기간 아스피린 치료를 받고 있는 만 19세 이하 환자 등 나. 조류인플루엔자의 경우 조류인플루엔자주의보가 발표된 이후나 검사상 조류 인플루엔자 바이러스 감염이 확인된 경우에는 허가사항 범위 내(치료 및 예방) 투여 시 요양급여를 인정함. (고시 제2017-193호, '17.11.1.)",405,U+AC00×6;U+AC04×4;U+AC10×2;U+AC12×1;U+AC19×3;U+AC1C×2;U+AC80×2;U+AC83×1;U+AC8C×1;U+ACBD×6;U+ACC4×1;U+ACE0×3;U+ACFC×2;U+AE09×4;U+AE30×6;U+B098×2;U+B0B4×4;U+B294×7;U+B2A5×1;U+B2E4×4;U+B2E8×1;U+B2EC×1;U+B2F4×1;U+B300×1;U+B3C4×1;U+B3D9×1;U+B41C×4;U+B450×1;U+B4F1×2;U+B610×2;U+B77C×1;U+B798×2;U+B7EC×1;U+B85C×3;U+B85D×1;U+B8CC×2;U+B8E8×7;U+B958×3;U+B97C×5;U+B9B0×1;U+B9CC×5;U+BA70×1;U+BA74×1;U+BAA8×1;U+BC0F×4;U+BC14×1;U+BC18×1;U+BC1B×1;U+BC1C×5;U+BC29×1;U+BC94×2;U+BC95×1;U+BCF4×2;U+BD80×2;U+C0AC×6;U+C0B0×2;U+C0C1×9;U+C0DD×2;U+C11C×1;U+C131×2;U+C138×5;U+C18C×3;U+C18D×1;U+C1C4×1;U+C2A4×2;U+C2DC×7;U+C2E0×6;U+C2EC×1;U+C544×5;U+C560×3;U+C561×2;U+C57D×2;U+C591×5;U+C5D0×6;U+C5D4×7;U+C5EC×9;U+C5ED×1;U+C5F0×1;U+C5F4×1;U+C5FC×2;U+C608×1;U+C640×1;U+C678×1;U+C694×5;U+C6B0×4;U+C6D0×2;U+C6D4×1;U+C704×2;U+C73C×3;U+C740×3;U+C744×1;U+C74C×3;U+C751×1;U+C758×5;U+C774×18;U+C778×17;U+C784×2;U+C785×1;U+C788×1;U+C790×14;U+C7A5×5;U+C800×1;U+C804×1;U+C815×5;U+C81C×1;U+C870×3;U+C8FC×3;U+C900×2;U+C911×2;U+C99D×3;U+C9C0×1;U+C9C8×5;U+CD08×1;U+CD9C×1;U+CE58×2;U+CE68×1;U+D1A0×1;U+D1B5×2;U+D22C×5;U+D310×1;U+D3D0×1;U+D45C×2;U+D50C×7;U+D53C×1;U+D544×1;U+D558×5;U+D55C×3;U+D568×4;U+D569×1;U+D56D×3;U+D5C8×2;U+D608×1;U+D638×1;U+D655×3;U+D658×11;U+D6A8×1;U+D6C4×3
Sheet1,583,약제분류명,백신류,3,U+B958×1;U+BC31×1;U+C2E0×1
Sheet1,583,구분,"Free-dried rabies vaccine produced on VERO cell line, Inactivated and purified≥2.5I.U(or Whole-virus rabies antigen)주사제 (품명 : 베로랍주)",10,U+2265×1;U+B78D×1;U+B85C×1;U+BA85×1;U+BCA0×1;U+C0AC×1;U+C81C×1;U+C8FC×2;U+D488×1
Sheet1,583,세부인정기준 및 방법,"광견병 노출 후 투여 시 요양급여를 인정하며, 노출 전 예방 목적 으로 투여 시에는 비급여 함. 식품의약품안전처장이 인정한 범위 : 이 약은 백신임 1) 노출전 이 약은 광견병에 노출될 고위험군에 있는 대상자에게 광견병 예방을 위해 추천됨. 광견병 바이러스를 사용 하여 진단, 조사, 생산하는 실험실 관계자와 같은 장기 위험에 있는 대상자들은 예방접종을 하여야 함. 6개월 마다 혈청반응 검사를 하도록 권장하며, 항체가가 0.5 IU/ml 이하인 경우에 추가접종을 해야 함. 고위험군으로 분류되어 접종이 권장되는 대상군은 다음과 같음 수의사, 사냥터관리인(Qamekeeper), 사냥꾼, 삼림 감시원, 도살장 직원(Slaughterhouse personnel), 동굴탐험가, 박제사 동물의 풍토병에 노출된 대상자와 이 지역을 방문한 소아, 성인, 여행자 2) 노출 후 노출되었다고 의심되거나 확인된 후, 광견병 바이러스에 오염될 위험이 약간이라도 있을 시에는 즉시 접종이 이루어져야 함. 치료는 상처의 종류와 동물의 상태에 따라 달라짐 (고시 제2013-127호, '13.9.1.)",340,U+AC00×4;U+AC04×1;U+AC10×1;U+AC19×2;U+AC1C×1;U+AC70×1;U+AC80×1;U+AC8C×1;U+ACAC×5;U+ACBD×1;U+ACC4×1;U+ACE0×4;U+ACFC×1;U+AD00×2;U+AD11×5;U+AD70×3;U+AD74×1;U+AD8C×2;U+AE09×2;U+AE30×1;U+AFBC×1;U+B098×1;U+B0E5×2;U+B178×7;U+B294×7;U+B2E4×3;U+B2E8×1;U+B2EC×1;U+B300×4;U+B3C4×3;U+B3D9×3;U+B418×4;U+B41C×2;U+B420×2;U+B428×1;U+B4E4×1;U+B530×1;U+B77C×3;U+B7EC×2;U+B85C×2;U+B85D×1;U+B8CC×1;U+B8E8×1;U+B958×2;U+B97C×3;U+B9AC×1;U+B9BC×1;U+B9C8×1;U+BA70×2;U+BAA9×1;U+BB38×1;U+BB3C×2;U+BC14×2;U+BC15×1;U+BC18×1;U+BC29×4;U+BC31×1;U+BC94×1;U+BCD1×6;U+BD84×1;U+BE44×1;U+C0AC×7;U+C0B0×1;U+C0B4×1;U+C0BC×1;U+C0C1×6;U+C0DD×1;U+C131×1;U+C18C×1;U+C218×1;U+C2A4×2;U+C2DC×6;U+C2DD×1;U+C2E0×1;U+C2E4×2;U+C2EC×1;U+C544×1;U+C548×1;U+C57C×3;U+C57D×4;U+C591×1;U+C5B4×2;U+C5C8×1;U+C5D0×10;U+C5EC×7;U+C5ED×1;U+C5FC×1;U+C608×3;U+C624×1;U+C640×3;U+C694×1;U+C6A9×1;U+C6B0×1;U+C6D0×2;U+C6D4×1;U+C704×6;U+C73C×2;U+C740×5;U+C744×5;U+C74C×2;U+C751×1;U+C758×6;U+C774×12;U+C778×6;U+C784×1;U+C788×3;U+C790×5;U+C7A5×5;U+C801×1;U+C804×3;U+C811×4;U+C815×2;U+C81C×2;U+C838×1;U+C870×1;U+C885×5;U+C989×1;U+C9C0×1;U+C9C1×1;U+C9C4×1;U+C9D0×1;U+CC98×2;U+CC9C×1;U+CCAD×1;U+CCB4×1;U+CD94×2;U+CD9C×7;U+CE58×1;U+D0D0×1;U+D0DC×1;U+D130×1;U+D1A0×1;U+D22C×2;U+D488×2;U+D48D×1;U+D558×7;U+D55C×2;U+D568×4;U+D56D×1;U+D574×2;U+D589×1;U+D5D8×6;U+D608×1;U+D638×1;U+D655×1;U+D6C4×3
Sheet1,584,약제분류명,독소류 및 톡소이드류,9,U+B3C5×1;U+B4DC×1;U+B958×2;U+BC0F×1;U+C18C×2;U+C774×1;U+D1A1×1
Sheet1,584,구분,Clostridium botulinum A toxin haemagglutinin complex 주사제 (품명 : 디스포트주),10,U+B514×1;U+BA85×1;U+C0AC×1;U+C2A4×1;U+C81C×1;U+C8FC×2;U+D2B8×1;U+D3EC×1;U+D488×1
Sheet1,584,세부인정기준 및 방법,"1. 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정하며, 동 인정기준 이외에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 만 2세 이상의 경직성 또는 혼합형 뇌성마비 환자로서 1) 투여대상 가) 아킬레스건 재건술 등 수술 후 남아있는 잔존 변형의 치료와 재발방지를 위해 투여한 경우 나) 만 7세 이전 아킬레스건재건술 등 경직수술이 어려운 경우의 치료 목적으로 투여한 경우. 다만, 만 7세 이상이더라도 다음과 같이 투여한 경우 에는 요양급여를 인정함. - 다 음 - (1) 마취나 수술에 금기 사항이 있어 수술이 불가능한 경우 (2) 근육긴장이상증(Dystonia)이 주증상으로 수술의 결과를 예측하기 어려워 수술이 상대적 금기사항인 경우 2) 투여방법 가) 투여용량 : 허가사항 범위를 초과하여 2호의 투여용량과 합하여 1회 최대 1,000U까지 나) 투여간격은 최소 3개월은 경과하여야 함. 나. 수정애쉬워드 경직척도(MAS: Modified Ashworth Scale) 2, 3등급에 해당하는 18세 이상의 성인의 뇌졸중의 상지근육경직(어깨 제외) 환자에 다음 각 호의 조건을 동시에 충족하는 경우 급여 인정함. - 다 음 -1) 투여용량 : 1회 최대 1000U까지 급여인정함 2) 투여기간 : 뇌졸중 발병 후 3년 내에 최대 6회까지 투여를 인정하며 투여간격은 최소 4개월은 경과 하여야 함 다. 반측안면경련 환자에 식약처 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정함. (소견서 첨부) - 아 래 - ○ 투여방법 : 최소 3개월(12주) 간격을 두고 투여함. 라. 경성사경 환자에 허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양급여를 인정함. - 아 래 - ○ 투여방법 : 최소 3개월(12주) 간격을 두고 투여함. 2. 허가사항 범위를 초과하여 아래와 같은 기준으로 투여 시 요양급여를 인정함. - 아 래 - ○ 만 2세 이상의 경직성 또는 혼합형 뇌성마비 환자의 경직에 의한 하지변형에 투여한 경우 1) 투여용량 : 1호의 투여용량과 합하여 1회 최대 1,000U까지 2) 투여간격은 최소 3개월은 경과하여야 함. 3. 허가사항 범위를 초과하여 아래와 같은 기준으로 투여 시 약값 전액을 환자가 부담토록 함. - 아 래 - 가. 만 2세 이상의 경직성 또는 혼합형 뇌성마비 환자의 경직에 의한 상지 변형에 투여한 경우 나. 연축성 발성장애에 투여한 경우 4. 동 약제의 '사용상 주의사항(금기 등)'을 반드시 참고하여 처방(조제) 하여야 함.※ 수정애쉬워드 경직척도(MAS; Modified Ashworth Scale) 0 : 근긴장도의 증가가 없음(No increase in muscle tone) 1 : 약간의 근긴장도 증가, 이환부위의 굴곡 혹은 신전시, 잡힙과 펴짐운동을 시킬 때 관절가동범위의 끝부분 에서 약간의 저항이 감지(Slight increase in muscle tone, manifested by a catch and release or by minimal resistance at the end range of motion when the part is moved in flexion or extension/abduction or adduction) 1+ : 약간의 근긴장도 증가, 잡힙현상과 가동범위 1/2 범위에서 약간의 저항(Slight increase in muscle tone, manifested by a catch, followed by minimal resistance throughout the remainder (less than half) of the range of motion) 2 : 대부분의 관절범위에서 현저히 증가된 근 긴장도를 보이지만 이환부위가 쉽게 움직임(More marked increase in muscle tone through most of the range of motion, but the affected part is easily moved) 3 : 근 긴장도의 심각한 증가로 수동관절 운동이 힘듦 (Considerable increase in muscle tone, passive movement is difficult) 4 : 이환부위가 굴곡 혹은 신전상태로 강직됨(Affected part is rigid in flexion or extension) (고시 제2019-210호, '19.10.1.)",941,U+203B×1;U+25CB×3;U+AC00×23;U+AC01×2;U+AC04×10;U+AC10×1;U+AC12×2;U+AC15×1;U+AC19×6;U+AC1C×5;U+AC74×5;U+AC8C×1;U+ACA9×5;U+ACAC×1;U+ACB0×1;U+ACBD×25;U+ACE0×4;U+ACE1×2;U+ACFC×12;U+AD00×3;U+AD74×2;U+ADFC×7;U+AE08×3;U+AE09×8;U+AE30×11;U+AE34×6;U+AE4C×4;U+AE68×1;U+B05D×1;U+B098×5;U+B0A8×1;U+B0B4×4;U+B144×1;U+B1CC×5;U+B294×8;U+B2A5×1;U+B2E4×6;U+B2F4×2;U+B2F9×1;U+B300×7;U+B354×1;U+B3C4×8;U+B3D9×8;U+B41C×1;U+B428×1;U+B450×2;U+B4DC×3;U+B4E6×1;U+B4F1×4;U+B54C×1;U+B610×3;U+B77C×2;U+B798×10;U+B7C9×5;U+B808×2;U+B824×2;U+B828×1;U+B85C×10;U+B85D×2;U+B8CC×2;U+B97C×12;U+B9C8×4;U+B9CC×7;U+BA70×2;U+BA74×1;U+BAA9×1;U+BC18×2;U+BC1C×3;U+BC29×5;U+BC94×10;U+BC95×3;U+BCC0×3;U+BCD1×1;U+BCF4×1;U+BD80×8;U+BD84×2;U+BD88×1;U+BE44×3;U+C0AC×11;U+C0C1×14;U+C11C×8;U+C131×10;U+C138×6;U+C18C×6;U+C218×9;U+C220×8;U+C26C×2;U+C27D×1;U+C2A4×2;U+C2DC×10;U+C2DD×1;U+C2E0×2;U+C2EC×1;U+C544×13;U+C548×1;U+C560×3;U+C561×2;U+C57C×4;U+C57D×8;U+C591×5;U+C5B4×4;U+C5C6×1;U+C5D0×20;U+C5EC×44;U+C5F0×1;U+C608×1;U+C640×6;U+C678×2;U+C694×5;U+C6A9×6;U+C6B0×10;U+C6B4×3;U+C6C0×1;U+C6CC×3;U+C6D4×5;U+C704×14;U+C721×2;U+C73C×7;U+C740×13;U+C744×7;U+C74C×5;U+C758×27;U+C774×21;U+C778×11;U+C784×1;U+C788×2;U+C790×8;U+C794×1;U+C7A1×2;U+C7A5×7;U+C7AC×3;U+C800×3;U+C801×2;U+C804×5;U+C808×3;U+C815×11;U+C81C×4;U+C870×2;U+C871×1;U+C874×1;U+C878×2;U+C8FC×4;U+C900×6;U+C911×2;U+C99D×7;U+C9C0×10;U+C9C1×11;U+C9D0×1;U+CC38×1;U+CC98×2;U+CC99×2;U+CCA8×1;U+CD08×3;U+CD5C×9;U+CD95×1;U+CDA9×1;U+CDE8×1;U+CE21×2;U+CE58×2;U+D0AC×3;U+D0DC×1;U+D1A0×2;U+D22C×27;U+D3B4×1;U+D558×16;U+D55C×10;U+D568×14;U+D569×5;U+D56D×11;U+D574×2;U+D5C8×6;U+D604×2;U+D615×6;U+D638×4;U+D639×2;U+D63C×3;U+D658×11;U+D68C×4;U+D6C4×2;U+D788×1;U+D798×1;U+D799×2
Sheet1,585,약제분류명,독소류 및 톡소이드류,9,U+B3C5×1;U+B4DC×1;U+B958×2;U+BC0F×1;U+C18C×2;U+C774×1;U+D1A1×1
Sheet1,585,구분,Clostridium botulinum A toxin 주사제 (품명 : 보톡스주 등),10,U+B4F1×1;U+BA85×1;U+BCF4×1;U+C0AC×1;U+C2A4×1;U+C81C×1;U+C8FC×2;U+D1A1×1;U+D488×1
